population,year,individual,sex,species,std.length,photo.id,std.length.raw,depth.spine.1,depth.spine.2,spine.length.1,spine.length.2,spine.length.3,spine.length.pelvic,lndmrk.x1,lndmrk.x2,lndmrk.x3,lndmrk.x4,lndmrk.x5,lndmrk.x6,lndmrk.x7,lndmrk.x8,lndmrk.x9,lndmrk.x10,lndmrk.x11,lndmrk.x12,lndmrk.x13,lndmrk.x14,lndmrk.x15,lndmrk.x16,lndmrk.x17,lndmrk.x18,lndmrk.x19,lndmrk.y1,lndmrk.y2,lndmrk.y3,lndmrk.y4,lndmrk.y5,lndmrk.y6,lndmrk.y7,lndmrk.y8,lndmrk.y9,lndmrk.y10,lndmrk.y11,lndmrk.y12,lndmrk.y13,lndmrk.y14,lndmrk.y15,lndmrk.y16,lndmrk.y17,lndmrk.y18,lndmrk.y19,correction,std.length,depth.1,depth.2,spine.1,spine.2,spine.3,spine.pelvic,x.1,y.1,x.2,y.2,x.3,y.3,x.4,y.4,x.5,y.5,x.6,y.6,x.7,y.7,x.8,y.8,x.9,y.9,x.10,y.10,x.11,y.11,x.12,y.12,x.13,y.13,x.14,y.14,x.15,y.15,x.16,y.16,x.17,y.17,x.18,y.18,x.19,y.19,notes
SK,2014,37,,C,5.49,5596,2238.581,522,510.035,235.763,259.114,96.747,246.073,931,1114,1291,1726,1990,2323,2914,3049,3136,3073,2908,2506,1924,1687,1420,1051,1120,1306,1738,1215,1143,1098,1017,1038,1047,1149,1146,1182,1230,1293,1446,1545,1536,1476,1374,1206,1227,1290,408,5.49,1.28,1.25,0.57785049,0.635,0.237125,0.603120098,2.281862745,2.977941176,2.730392157,2.801470588,3.164215686,2.691176471,4.230392157,2.492647059,4.87745098,2.544117647,5.693627451,2.566176471,7.142156863,2.816176471,7.473039216,2.808823529,7.68627451,2.897058824,7.531862745,3.014705882,7.12745098,3.169117647,6.142156863,3.544117647,4.715686275,3.786764706,4.134803922,3.764705882,3.480392157,3.617647059,2.575980392,3.367647059,2.745098039,2.955882353,3.200980392,3.007352941,4.259803922,3.161764706,
SK,2014,38,,C,5.1,5597,2079,498.731,490.112,246.658,235.228,98.407,383.859,1012,1201,1393,1753,2008,2329,2815,2998,3070,2995,2842,2458,1906,1696,1459,1144,1207,1405,1768,1263,1152,1092,1008,1011,1029,1170,1215,1263,1296,1320,1455,1512,1491,1443,1380,1215,1227,1272,408.011,5.1,1.22,1.2,0.604537623,0.577,0.241187125,0.940805518,2.480325285,3.095504778,2.943548091,2.823453289,3.414123639,2.67639843,4.296452792,2.470521628,4.921435942,2.477874371,5.708179436,2.521990829,6.899323793,2.867569747,7.347841112,2.977860891,7.524306943,3.095504778,7.340488369,3.17638495,6.965498479,3.235206894,6.024347383,3.566080326,4.671442682,3.705782442,4.156750676,3.654313242,3.575883984,3.536669355,2.803845975,3.382261753,2.958253576,2.977860891,3.443534611,3.007271863,4.333216506,3.117563007,
SK,2014,39,,C,4.55,5598,1870.386,414.695,408.397,222,259.946,68.411,337.923,1099,1258,1417,1789,1987,2287,2752,2881,2947,2896,2761,2590,1897,1732,1555,1213,1261,1420,1762,1227,1137,1092,1017,1035,1059,1134,1134,1155,1200,1245,1308,1443,1425,1404,1347,1209,1212,1245,411,4.55,1.01,0.99,0.540145985,0.632,0.166450122,0.82219708,2.673965937,2.98540146,3.060827251,2.766423358,3.447688564,2.656934307,4.352798054,2.474452555,4.834549878,2.518248175,5.564476886,2.576642336,6.695863747,2.759124088,7.00973236,2.759124088,7.170316302,2.810218978,7.04622871,2.919708029,6.717761557,3.02919708,6.301703163,3.182481752,4.615571776,3.510948905,4.214111922,3.467153285,3.783454988,3.416058394,2.9513382,3.277372263,3.068126521,2.941605839,3.454987835,2.948905109,4.287104623,3.02919708,
SK,2014,4,,C,5.77,27,2250.202,531.076,552.033,214.83,251.213,56.921,228.079,952,1040,1084,1192,1192,1188,1096,1084,1052,1000,952,784,668,668,728,816,992,1000,956,366,506,662,1134,1402,1846,2322,2494,2602,2522,2342,2006,1330,1118,786,458,518,678,1090,390,5.77,1.36,1.42,0.550846154,0.644,0.145951282,0.584817949,2.441025641,0.938461538,2.666666667,1.297435897,2.779487179,1.697435897,3.056410256,2.907692308,3.056410256,3.594871795,3.046153846,4.733333333,2.81025641,5.953846154,2.779487179,6.394871795,2.697435897,6.671794872,2.564102564,6.466666667,2.441025641,6.005128205,2.01025641,5.143589744,1.712820513,3.41025641,1.712820513,2.866666667,1.866666667,2.015384615,2.092307692,1.174358974,2.543589744,1.328205128,2.564102564,1.738461538,2.451282051,2.794871795,
SK,2014,40,,C,5.27,5599,2149.527,483.149,480.234,216.832,241.346,68.411,295.527,1015,1198,1363,1774,2017,2374,2908,3076,3145,3103,2932,2548,1948,1744,1519,1156,1189,1357,1777,1302,1203,1152,1101,1095,1119,1215,1194,1212,1272,1344,1518,1578,1554,1521,1443,1284,1299,1353,408.011,5.27,1.18,1.18,0.531436652,0.592,0.167669499,0.724311354,2.487678028,3.191090436,2.936195348,2.948449919,3.340596209,2.823453289,4.347921992,2.698456659,4.943494171,2.683751173,5.81847058,2.742573117,7.127258824,2.977860891,7.539012429,2.92639169,7.708125516,2.970508148,7.605187115,3.117563007,7.186080767,3.294028837,6.244929671,3.720487928,4.774381083,3.867542787,4.274394563,3.808720843,3.722938842,3.727840671,2.833256947,3.536669355,2.914137119,3.146973979,3.325890724,3.183737693,4.355274735,3.316087066,
SK,2014,41,,C,3.98,1,1553.438,399.045,405.011,230.903,228.079,51.614,290.241,1100,1168,1220,1316,1320,1316,1228,1204,1176,1144,1104,988,924,924,960,1020,1124,1128,1124,762,862,978,1310,1470,1738,2106,2214,2310,2246,2122,1850,1454,1318,1082,846,890,998,1310,390.012,3.98,1.02,1.04,0.592040758,0.585,0.132339518,0.744184794,2.820426038,1.953786037,2.994779648,2.210188404,3.128108879,2.50761515,3.374255151,3.358871009,3.384511246,3.769114796,3.374255151,4.45627314,3.148621068,5.399833851,3.0870845,5.676748408,3.015291837,5.92289468,2.93324308,5.758797165,2.830682133,5.44085823,2.533255387,4.743443791,2.369157872,3.728090418,2.369157872,3.379383198,2.461462724,2.774273612,2.615304144,2.169164026,2.881962606,2.281981067,2.892218701,2.558895624,2.881962606,3.358871009,
SK,2014,42,,C,5.12,2,1995.345,486.037,486.148,216.749,255.265,70.228,360.05,900,1020,1072,1180,1188,1200,1100,1084,1044,1016,984,820,720,712,752,792,948,956,948,562,730,842,1270,1482,1790,2314,2430,2506,2450,2306,1914,1462,1294,990,698,742,886,1290,390,5.12,1.25,1.25,0.555766667,0.655,0.180071795,0.923205128,2.307692308,1.441025641,2.615384615,1.871794872,2.748717949,2.158974359,3.025641026,3.256410256,3.046153846,3.8,3.076923077,4.58974359,2.820512821,5.933333333,2.779487179,6.230769231,2.676923077,6.425641026,2.605128205,6.282051282,2.523076923,5.912820513,2.102564103,4.907692308,1.846153846,3.748717949,1.825641026,3.317948718,1.928205128,2.538461538,2.030769231,1.78974359,2.430769231,1.902564103,2.451282051,2.271794872,2.430769231,3.307692308,
SK,2014,43,,C,4.91,3,1914.115,414.043,426,166.385,182.483,76.368,336.856,936,1024,1064,1144,1156,1140,1052,988,948,924,916,808,732,740,772,812,944,952,928,594,746,886,1278,1498,1810,2286,2390,2454,2366,2250,1938,1434,1258,1026,710,758,898,1278,390.104,4.91,1.06,1.09,0.426514468,0.468,0.195763181,0.863503066,2.399360171,1.522670878,2.624941041,1.912310563,2.727477801,2.271189221,2.93255132,3.276049464,2.963312347,3.840001641,2.922297644,4.639788364,2.696716773,5.859975801,2.532657958,6.126571376,2.430121198,6.290630191,2.368599143,6.06504932,2.348091791,5.767692718,2.07124254,4.967905994,1.876422698,3.675942826,1.896930049,3.224781084,1.978959457,2.630067879,2.081496216,1.82002748,2.419867523,1.943071591,2.440374874,2.301950249,2.378852819,3.276049464,
SK,2014,44,,C,5.23,4,2040.926,453.01,459.039,237.36,261.396,72.25,264.613,1104,1204,1240,1312,1344,1328,1260,1280,1276,1216,1128,964,880,880,912,972,1136,1136,1112,502,694,842,1258,1490,1778,2306,2426,2534,2482,2334,1922,1454,1282,934,630,698,882,1270,390.012,5.23,1.16,1.18,0.608596659,0.67,0.18525071,0.678473996,2.830682133,1.287139883,3.0870845,1.779432428,3.179389352,2.158907931,3.363999056,3.225541778,3.446047814,3.82039527,3.405023435,4.558834087,3.230669826,5.912638585,3.281950299,6.220321426,3.271694204,6.497235982,3.117852784,6.363906752,2.892218701,5.984431248,2.471718819,4.928053496,2.256340831,3.728090418,2.256340831,3.287078346,2.338389588,2.394798109,2.492231008,1.615334913,2.91273089,1.789688522,2.91273089,2.261468878,2.851194322,3.256310062,
SK,2014,45,,C,5.09,5,1984.382,480,498,196.815,213.063,0,342,1072,1132,1156,1236,1236,1224,1172,1212,1224,1128,1032,836,760,764,820,900,1040,1044,988,550,730,874,1258,1478,1806,2254,2390,2490,2438,2278,1958,1438,1262,958,658,734,910,1278,390.185,5.09,1.23,1.28,0.504414573,0.546,0,0.876507298,2.747414688,1.40958776,2.901187898,1.87090739,2.962697182,2.239963094,3.167728129,3.224111639,3.167728129,3.787946743,3.136973487,4.628573625,3.003703371,5.776746928,3.106218845,6.125299537,3.136973487,6.381588221,2.890936351,6.248318106,2.644899214,5.838256212,2.142573395,5.018132424,1.947793995,3.68543127,1.958045542,3.234363187,2.101567205,2.455245589,2.306598152,1.686379538,2.665402309,1.881158937,2.675653857,2.332227021,2.532132194,3.275369376,
SK,2014,46,,C,5.4,6,2088.625,498.009,510.079,201.604,220.617,0,263.591,932,1032,1092,1196,1208,1196,1080,1092,1056,996,952,764,716,720,768,816,980,988,960,506,642,778,1234,1462,1850,2350,2486,2570,2502,2342,1902,1410,1246,930,626,654,810,1202,387,5.4,1.29,1.32,0.520940569,0.57,0,0.681113695,2.408268734,1.30749354,2.666666667,1.658914729,2.821705426,2.010335917,3.090439276,3.188630491,3.121447028,3.777777778,3.090439276,4.780361757,2.790697674,6.072351421,2.821705426,6.42377261,2.728682171,6.640826873,2.573643411,6.465116279,2.45994832,6.051679587,1.974160207,4.914728682,1.850129199,3.643410853,1.860465116,3.219638243,1.984496124,2.403100775,2.108527132,1.617571059,2.532299742,1.689922481,2.552971576,2.093023256,2.480620155,3.105943152,
SK,2014,47,,C,4.74,7,1848.039,435.01,450.01,220.78,269.666,69.971,324,1020,1112,1156,1232,1220,1188,1068,1044,1032,968,932,812,788,800,852,892,1044,1060,1012,698,846,986,1362,1574,1874,2306,2430,2526,2470,2326,1966,1534,1374,1094,850,866,1034,1394,390.012,4.74,1.12,1.15,0.566085146,0.691,0.1794073,0.830743669,2.615304144,1.789688522,2.851194322,2.169164026,2.964011364,2.52812734,3.158877163,3.49220024,3.128108879,4.035773258,3.046060121,4.80498036,2.738377281,5.912638585,2.676840713,6.230577521,2.646072429,6.476723793,2.481974914,6.333138468,2.389670061,5.963919059,2.081987221,5.040870537,2.020450653,3.933212311,2.051218937,3.522968524,2.184548168,2.805041896,2.287109115,2.17942012,2.676840713,2.220444499,2.717865091,2.651200476,2.594791955,3.574248997,
SK,2014,48,,C,4.76,8,1857.969,453.01,441,204.088,199.449,55.317,330.055,1052,1152,1192,1292,1284,1272,1176,1148,1108,1064,1056,900,852,848,884,936,1088,1092,1068,686,838,954,1374,1574,1862,2314,2462,2546,2482,2338,1950,1530,1362,1106,806,842,998,1358,390.046,4.76,1.16,1.13,0.523240849,0.511,0.141821734,0.846195064,2.697117776,1.758766915,2.953497793,2.14846454,3.056049799,2.445865359,3.312429816,3.52266143,3.291919415,4.035421463,3.261153813,4.773795911,3.015028997,5.932633587,2.943242592,6.312076012,2.840690585,6.527435226,2.727883378,6.363352015,2.707372977,5.994164791,2.30742015,4.999410326,2.184357742,3.922614256,2.174102542,3.491895828,2.266399348,2.835562985,2.399716956,2.066422935,2.789414582,2.158719741,2.799669783,2.558672567,2.738138579,3.481640627,
SK,2014,49,,C,4.57,9,1797.811,423.011,426.095,226.177,254.7,85.276,311.365,956,1048,1108,1184,1164,1160,1064,1028,996,952,932,824,752,764,792,836,984,992,960,758,890,1022,1398,1594,1858,2290,2450,2550,2466,2314,1998,1546,1398,1170,862,902,1038,1394,393.011,4.57,1.08,1.08,0.575497887,0.648,0.216981204,0.792255179,2.432501889,1.928699197,2.666592029,2.264567658,2.819259512,2.60043612,3.012638323,3.557152344,2.961749162,4.055866121,2.95157133,4.727603044,2.707303358,5.826808919,2.615702868,6.233922206,2.534280211,6.48836801,2.422324057,6.274633534,2.371434896,5.887875912,2.096633428,5.08382717,1.913432448,3.933732135,1.943965945,3.557152344,2.01521077,2.97701591,2.127166924,2.193322833,2.503746714,2.295101155,2.524102379,2.641147449,2.442679721,3.546974512,
SK,2014,5,,C,5.27,28,2070,474,465.01,161.555,209.571,64.9,259.114,1028,1116,1160,1252,1244,1224,1108,1064,1016,996,980,860,788,792,828,888,1044,1036,1012,586,762,866,1322,1562,1890,2414,2558,2654,2546,2406,2026,1490,1326,1014,706,754,922,1298,393.011,5.27,1.21,1.18,0.411069919,0.533,0.165135327,0.659304701,2.615702868,1.491052413,2.839615176,1.938877029,2.95157133,2.203500665,3.18566147,3.363773533,3.165305806,3.974443463,3.114416645,4.809025702,2.819259512,6.142321716,2.707303358,6.508723674,2.585169372,6.752991647,2.534280211,6.478190178,2.493568882,6.121966052,2.188233917,5.155071995,2.005032938,3.791242484,2.01521077,3.373951365,2.10681126,2.580080456,2.259478742,1.796387378,2.656414197,1.918521365,2.636058533,2.345990316,2.57499154,3.30270654,
SK,2014,6,,C,5.26,29,2052.403,483.009,465.039,228.079,265.767,43.267,338.615,1116,1224,1272,1368,1328,1312,1088,1016,948,932,968,904,888,888,928,972,1152,1164,1128,686,882,1038,1430,1654,2022,2494,2654,2718,2630,2466,2110,1626,1446,1138,834,890,1074,1474,390.104,5.26,1.24,1.19,0.584662039,0.681,0.110911449,0.86801212,2.860775588,1.758505424,3.137624839,2.260935545,3.26066895,2.660828907,3.506757172,3.66568915,3.404220413,4.239895002,3.363205709,5.183233189,2.788999856,6.39316695,2.604433689,6.803313988,2.430121198,6.967372803,2.389106495,6.741791932,2.481389578,6.321391219,2.317330763,5.40881406,2.276316059,4.168119271,2.276316059,3.706703853,2.378852819,2.917170806,2.491643254,2.137891434,2.953058672,2.281442897,2.983819699,2.753111991,2.891536616,3.778479585,
SK,2014,7,,C,5.98,30,2334.233,549.205,582.07,108.167,140.456,61.774,192.094,1036,1132,1188,1240,1260,1228,1052,1032,996,944,936,808,696,712,804,892,1052,1036,968,438,598,758,1262,1550,1938,2542,2682,2770,2678,2530,2134,1446,1262,934,562,610,814,1214,390.185,5.98,1.41,1.49,0.27721978,0.36,0.158319771,0.492315184,2.655150762,1.122544434,2.901187898,1.532606328,3.044709561,1.942668221,3.177979676,3.234363187,3.229237413,3.972474595,3.147225034,4.966874688,2.696156951,6.514858336,2.644899214,6.873662493,2.552635288,7.099196535,2.419365173,6.863410946,2.398862078,6.484103694,2.070812563,5.469200507,1.783769238,3.705934364,1.824775427,3.234363187,2.060561016,2.393736305,2.286095057,1.440342402,2.696156951,1.56336097,2.655150762,2.086189884,2.480874457,3.111344619,
SK,2014,8,,C,4.88,31,1889.047,444.091,432.375,233.384,237.966,83.57,330.218,984,1088,1148,1228,1236,1232,1144,1156,1116,1064,1028,876,812,796,824,860,1012,1032,1020,622,774,930,1306,1518,1870,2294,2422,2494,2454,2302,1942,1502,1318,1062,774,798,958,1326,387.012,4.88,1.15,1.12,0.603040733,0.615,0.215936457,0.853250028,2.54255682,1.607185307,2.811282337,1.999937986,2.96631629,2.403026263,3.173028227,3.374572365,3.19369942,3.922358997,3.183363823,4.831891518,2.955980693,5.927464781,2.986987484,6.25820388,2.883631515,6.444244623,2.749268757,6.340888655,2.656248385,5.948135975,2.263495706,5.01793226,2.098126156,3.881016609,2.056783769,3.405579155,2.129132947,2.744100958,2.222153318,1.999937986,2.614905998,2.061951567,2.666583982,2.475375441,2.635577191,3.426250349,
SK,2014,9,,C,5.08,32,1965.586,495.009,486.009,330.218,206.891,68.411,291.973,980,1068,1140,1224,1212,1180,1012,976,916,888,888,820,744,744,792,856,1032,1036,1000,574,754,914,1314,1522,1866,2358,2486,2550,2482,2322,1974,1486,1294,1062,722,770,946,1334,387.105,5.08,1.28,1.26,0.85304504,0.534,0.176724661,0.754247556,2.53161287,1.482801824,2.758941372,1.947791943,2.94493742,2.361116493,3.161932809,3.394427868,3.130933468,3.931749784,3.048268558,4.820397567,2.61427778,6.091370558,2.521279756,6.422030199,2.36628305,6.587360019,2.293951254,6.411697085,2.293951254,5.998372535,2.11828832,5.099391638,1.921959158,3.83875176,1.921959158,3.3427623,2.045956523,2.743441702,2.211286343,1.865127033,2.665943349,1.989124398,2.676276462,2.443781403,2.583278439,3.446093437,
SR,2014,1,,B,5.05,4631,2121.212,444.01,459.157,253.211,204,78,306.235,781,958,1120,1510,1750,2122,2638,2794,2842,2797,2623,2320,1690,1498,1189,886,955,1129,1507,1422,1341,1287,1200,1194,1209,1329,1356,1395,1428,1449,1572,1653,1647,1608,1548,1404,1401,1422,420.011,5.05,1.06,1.09,0.602867544,0.486,0.095828443,0.729111857,1.859475109,3.385625615,2.280892643,3.192773523,2.666596827,3.064205461,3.595143937,2.857068029,4.166557543,2.842782689,5.052248632,2.878496039,6.280787884,3.164202842,6.652206728,3.228486873,6.766489449,3.321341584,6.659349398,3.399910955,6.245074534,3.449909645,5.523664856,3.742759118,4.023704141,3.93561121,3.566573256,3.92132587,2.830878239,3.828471159,2.109468562,3.685617758,2.273749973,3.342769594,2.688024837,3.335626924,3.588001267,3.385625615,
SR,2014,10,,B,3.87,4649,1671.172,351.013,372.048,181.593,206.891,0,314.814,1261,1393,1558,1852,2038,2380,2728,2890,2932,2875,2737,2479,2011,1837,1603,1357,1402,1555,1873,1275,1194,1146,1077,1077,1110,1215,1263,1299,1317,1320,1407,1452,1434,1410,1371,1245,1251,1248,432.01,3.87,0.81,0.86,0.420344437,0.479,0,0.728719243,2.918913914,2.951320571,3.224462397,2.763824911,3.606398,2.652716372,4.286937802,2.492997847,4.717483392,2.492997847,5.509131733,2.569384968,6.314668642,2.812434897,6.689659962,2.923543436,6.786879933,3.006874841,6.654938543,3.048540543,6.335501493,3.055484827,5.738293095,3.256869054,4.654984838,3.361033309,4.252216384,3.319367607,3.710562256,3.263813338,3.141130992,3.17353765,3.245295248,2.881877734,3.599453716,2.895766302,4.335547788,2.888822018,
SR,2014,100,,B,4.09,4801,1719.003,375.108,375.012,215.416,257.651,64.9,330.055,1135,1282,1429,1756,1957,2251,2662,2749,2833,2764,2581,2341,1885,1732,1495,1228,1282,1441,1765,1188,1131,1086,1032,1047,1062,1170,1179,1194,1239,1287,1383,1410,1401,1368,1323,1176,1179,1203,420,4.09,0.89,0.89,0.512895238,0.613,0.15452381,0.785845238,2.702380952,2.828571429,3.052380952,2.692857143,3.402380952,2.585714286,4.180952381,2.457142857,4.65952381,2.492857143,5.35952381,2.528571429,6.338095238,2.785714286,6.545238095,2.807142857,6.745238095,2.842857143,6.580952381,2.95,6.145238095,3.064285714,5.573809524,3.292857143,4.488095238,3.357142857,4.123809524,3.335714286,3.55952381,3.257142857,2.923809524,3.15,3.052380952,2.8,3.430952381,2.807142857,4.202380952,2.864285714,
SR,2014,101,,B,3.78,4803,1611.279,384.105,387.047,215.081,209.914,68.411,303.401,1171,1306,1459,1777,1987,2245,2596,2731,2785,2758,2608,2326,1906,1753,1528,1267,1309,1450,1759,1281,1209,1173,1125,1125,1131,1233,1236,1254,1293,1332,1431,1506,1497,1449,1392,1266,1275,1302,426.011,3.78,0.9,0.91,0.50487194,0.493,0.160585055,0.71219053,2.748755314,3.006964609,3.06564854,2.837954888,3.424794195,2.753450028,4.171253794,2.640776881,4.664198812,2.640776881,5.269816977,2.654861025,6.093739364,2.894291462,6.410632589,2.901333534,6.53738988,2.943585964,6.474011234,3.035132896,6.12190765,3.126679828,5.459952912,3.359068193,4.474062876,3.535119985,4.11491722,3.51399377,3.586761844,3.401320623,2.974101608,3.267521261,3.072690611,2.97175425,3.40366798,2.992880466,4.129001364,3.056259111,not three spine
SR,2014,102,,B,4.31,4804,1824,417.173,432.01,225.858,214.83,81.609,300.958,946,1099,1252,1561,1789,2164,2578,2719,2758,2695,2557,2233,1732,1546,1312,1042,1093,1258,1588,1434,1329,1260,1158,1146,1185,1329,1395,1437,1452,1443,1512,1581,1575,1548,1524,1392,1389,1365,423,4.31,0.99,1.02,0.533943262,0.508,0.192929078,0.711484634,2.236406619,3.390070922,2.598108747,3.141843972,2.959810875,2.978723404,3.690307329,2.737588652,4.229314421,2.709219858,5.115839243,2.80141844,6.094562648,3.141843972,6.427895981,3.29787234,6.520094563,3.397163121,6.371158392,3.432624113,6.044917258,3.411347518,5.278959811,3.574468085,4.094562648,3.737588652,3.654846336,3.723404255,3.101654846,3.659574468,2.463356974,3.602836879,2.58392435,3.290780142,2.973995272,3.283687943,3.754137116,3.226950355,not three spine
SR,2014,103,,B,4.53,4806,1890.952,405.178,450.04,234.691,231.525,55.317,314.986,1036,1183,1327,1672,1909,2281,2707,2854,2926,2851,2704,2380,1816,1642,1378,1126,1180,1324,1651,1314,1248,1212,1170,1173,1191,1332,1353,1383,1425,1437,1557,1602,1572,1515,1431,1314,1317,1380,417.011,4.53,0.97,1.08,0.562793308,0.555,0.132651177,0.755342185,2.484346936,3.150996017,2.836855623,2.992726811,3.182170255,2.906398153,4.00948656,2.805681385,4.577816892,2.81287544,5.469879691,2.856039769,6.491435478,3.194160346,6.843944165,3.24451873,7.016601481,3.316459278,6.83675011,3.417176046,6.484241423,3.445952265,5.707283501,3.733714458,4.354801192,3.841625281,3.937546012,3.769684733,3.304469187,3.632997691,2.700168581,3.431564155,2.829661568,3.150996017,3.1749762,3.158190072,3.959128176,3.309265223,
SR,2014,104,,B,4.07,4807,1734.439,408.011,402,186.387,198.635,81.609,188.308,991,1138,1300,1663,1891,2212,2656,2830,2905,2833,2647,2350,1849,1645,1363,1096,1141,1306,1678,1452,1350,1287,1170,1152,1155,1272,1308,1338,1389,1401,1539,1635,1623,1587,1560,1401,1389,1380,426.011,4.07,0.96,0.94,0.437516872,0.466,0.191565476,0.442026145,2.326231013,3.408362695,2.671292525,3.168932258,3.051564396,3.021048752,3.90365507,2.746407957,4.438852518,2.704155527,5.192354188,2.711197598,6.234580797,2.985838394,6.643020955,3.070343254,6.819072747,3.140763971,6.650063027,3.26047919,6.213454582,3.288647476,5.516289485,3.612582774,4.340263514,3.837929068,3.86140264,3.809760781,3.199447902,3.725255921,2.572703522,3.661877275,2.678334597,3.288647476,3.06564854,3.26047919,3.938865428,3.239352974,
SR,2014,105,,B,3.87,4809,1638.794,372.012,384.012,281.233,268.663,80.722,420.557,1186,1345,1480,1789,1996,2302,2677,2851,2911,2866,2683,2407,1957,1789,1528,1279,1342,1486,1828,1233,1158,1119,1023,1014,1038,1137,1170,1188,1218,1251,1353,1425,1422,1377,1332,1218,1209,1236,423.011,3.87,0.88,0.91,0.664836139,0.635,0.190827189,0.994198732,2.803709596,2.914817818,3.179586346,2.737517464,3.498726983,2.64532128,4.229204441,2.418376827,4.718553418,2.397100785,5.441938862,2.453836898,6.328440632,2.687873365,6.739777453,2.765885521,6.881617736,2.808437606,6.775237523,2.879357747,6.34262466,2.957369903,5.690159358,3.198498384,4.626357234,3.368706724,4.229204441,3.36161471,3.61219921,3.255234497,3.023562035,3.148854285,3.172494332,2.879357747,3.512911012,2.858081705,4.321400626,2.921909832,missing spines?
SR,2014,106,,B,4.23,4811,1803.359,408.176,423,180.898,193.68,73.239,262.427,1105,1234,1369,1693,1873,2155,2524,2662,2728,2671,2542,2260,1834,1666,1447,1189,1228,1378,1705,1404,1335,1299,1221,1215,1239,1314,1320,1347,1386,1407,1536,1599,1590,1560,1518,1395,1398,1410,426.042,4.23,0.96,0.99,0.42460133,0.455,0.171905587,0.615965093,2.593641003,3.295449744,2.896428052,3.133493881,3.213298219,3.048995169,3.973786622,2.865914628,4.396280179,2.85183151,5.058186752,2.908163984,5.924298543,3.084202966,6.24821027,3.098286084,6.403124575,3.161660118,6.269334948,3.253200389,5.966547899,3.302491304,5.304641326,3.605278353,4.304739908,3.753151098,3.910412588,3.73202642,3.396378761,3.661610827,2.790804662,3.563028997,2.882344933,3.274325067,3.234422897,3.281366626,4.001952859,3.309532863,
SR,2014,107,,B,4.28,4812,1809.42,408.044,426.042,189.737,182.483,55.317,282.255,1141,1282,1429,1780,1993,2320,2734,2881,2938,2890,2719,2443,1945,1762,1513,1237,1285,1450,1792,1380,1320,1278,1188,1194,1218,1341,1374,1419,1443,1461,1542,1605,1593,1545,1485,1362,1362,1395,423.043,4.28,0.96,1.01,0.448505235,0.431,0.130759757,0.667201679,2.697125351,3.262079741,3.030424803,3.120250187,3.37790721,3.0209695,4.207610101,2.808225169,4.711105018,2.822408124,5.484076087,2.879139946,6.462700009,3.169890531,6.810182416,3.247896786,6.944920493,3.354268951,6.83145685,3.411000773,6.427242621,3.453549639,5.774826672,3.645019537,4.597641375,3.793940569,4.165061235,3.765574658,3.576468586,3.652111015,2.924052638,3.510281461,3.037516281,3.219530875,3.427547554,3.219530875,4.235976012,3.29753713,
SR,2014,108,,B,3.65,4814,1545.842,348.207,360.05,174.413,192.094,64.622,292.957,1201,1330,1474,1777,1960,2212,2575,2689,2752,2698,2596,2335,1909,1765,1516,1288,1330,1468,1780,1389,1329,1287,1230,1227,1242,1320,1311,1332,1383,1398,1518,1581,1572,1536,1488,1374,1368,1401,423.011,3.65,0.82,0.85,0.412313155,0.454,0.152766713,0.69255173,2.839169667,3.283602554,3.144126276,3.141762271,3.484542955,3.042474073,4.200836385,2.907725804,4.633449248,2.90063379,5.229178437,2.93609386,6.08731215,3.120486228,6.356808688,3.099210186,6.505740985,3.148854285,6.378084731,3.269418526,6.136956249,3.304878597,5.519951018,3.588559163,4.512885008,3.73749146,4.172468328,3.716215418,3.583831153,3.631111248,3.044838077,3.517639021,3.144126276,3.248142483,3.470358927,3.233958455,4.207928399,3.311970611,
SR,2014,109,,B,3.99,4815,1689.067,375.192,387.012,264.613,295.222,78.23,374.363,1207,1345,1495,1825,2029,2311,2704,2821,2899,2833,2707,2410,1966,1810,1552,1309,1339,1486,1819,1323,1254,1218,1161,1167,1200,1278,1278,1299,1341,1365,1494,1545,1530,1488,1431,1311,1320,1353,423.043,3.99,0.89,0.91,0.625499063,0.698,0.1849221,0.884928955,2.853137861,3.127341665,3.179345835,2.964237678,3.53391972,2.879139946,4.313982267,2.744401869,4.79620275,2.758584825,5.462801654,2.836591079,6.391785232,3.0209695,6.668352862,3.0209695,6.852731283,3.070609843,6.696718773,3.169890531,6.39887671,3.226622353,5.696820418,3.531555894,4.647281718,3.652111015,4.278524878,3.616653626,3.668657796,3.517372938,3.094248102,3.382634862,3.165162879,3.098975754,3.512645287,3.120250187,4.299799311,3.198256442,
